BFS Gde-nummer,Kanton,Gemeindename,Name_clean,Wohnpreis (aktuell)    ,Wohnpreis (vgl. Region),Wohnpreis (Entwicklung),Baulandpreis (aktuell) ,Baulandpreis (Entw.)   ,Bevölkerung (Prognose) ,Alterung (Prognose)    ,Beschäftigte (Prognose),Erreichbarkeit ÖV      ,Erreichbarkeit MIV     ,Steuern_DINKs          ,Gemeinde,Innenentwicklungspotenzial
4756,TG,Schönholzerswilen,Schonholzerswilen,204,0.8986784140969163,1.0569948186528497,100,1.0,115.50561797752809,1.2511814886158337,0.880466472303207,89534,1882591,0.15444722222222224,Schönholzerswilen,0.0
3274,SG,Sennwald,Sennwald,222,0.9866666666666667,1.0776699029126213,390,0.8478260869565217,148.48389134554643,1.0593314180337519,1.0202800579430227,161426,878129,0.13290069444444447,Sennwald,0.02
3275,SG,Sevelen,Sevelen,230,1.0222222222222221,1.1004784688995215,420,0.9333333333333333,109.7209388283127,1.2345348768697082,0.915876027830487,207881,934485,0.16070277777777778,Sevelen,0.16
4761,TG,Sirnach,Sirnach,219,0.9820627802690582,1.1288659793814433,550,0.7638888888888888,118.70881132536002,1.1370909083083705,1.2185778668002003,953149,2656586,0.15019027777777777,Sirnach,0.71
4446,TG,Sommeri,Sommeri,202,0.9439252336448598,1.030612244897959,340,1.096774193548387,128.82615156017832,1.2727582460991507,0.8933601609657947,91248,1020166,0.15302951388888889,Sommeri,0.0
3203,SG,St. Gallen,St_Gallen,225,1.0227272727272727,1.0975609756097562,860,0.9347826086956522,107.31902159441056,1.1431440368836023,1.214668296142066,690045,1711490,0.1722923611111111,St. Gallen,1.58
3236,SG,St. Margrethen,St_Margrethen,212,0.9636363636363636,1.1216931216931216,350,0.7291666666666666,154.1381363501042,1.0587633745460738,1.209768861753162,386419,1031150,0.1514375,St. Margrethen,0.4
4864,TG,Steckborn,Steckborn,238,1.0042194092827004,1.1121495327102804,510,1.2142857142857142,100.64178749702876,1.0190753440056903,0.9559118236472945,179760,1665584,0.14026527777777778,Steckborn,0.01
3217,SG,Steinach,Steinach,210,0.9813084112149533,1.0606060606060606,330,0.66,104.99860374197152,1.104669291071368,0.8008905852417303,361268,1019581,0.15896770833333335,Steinach,0.84
4606,TG,Stettfurt,Stettfurt,229,1.0088105726872247,1.1280788177339902,230,0.7666666666666667,101.18953211736716,1.114888296289514,0.8728606356968215,248413,2741013,0.15066493055555555,Stettfurt,0.0
4506,TG,Sulgen,Sulgen,205,0.9030837004405287,1.1452513966480447,210,0.7241379310344828,128.22619623006284,1.1505759159785038,1.0312104597216365,551951,1804820,0.15066493055555555,Sulgen,0.41
